Incident name,Incident Id,Priority score,Tags,Severity,Investigation state,Categories,Impacted assets,Active alerts,Service sources,Detection sources,Last update time,Last activity,Policy name,Data sensitivity,Status,Assigned to,Classification,Determination,Device groups,Creation time,Workspaces,Cloud Scopes
Hands-on keyboard attack was launched from a compromised account (attack disruption),2,100,"Attack Disruption, Lateral Movement",high,4 investigation states,"CredentialAccess, Lateral movement, Exploit, Malware, Suspicious activity","Devices: win-faomjmk7se9.lab.local,Accounts: Administrator",14,"Endpoint, Defender XDR","EDR, Antivirus, Custom detection",2026-05-28T13:44:50.790Z,2026-05-28T13:40:37.416Z,,-,Active,Unassigned,Not set,Not set,-,2026-05-28T13:00:56.906Z,,
